car_id,car_type,vehicle_type,age_years,model_year,model_month,age_string,first_date,last_date,collection_period,efficiency,efficiency_score,avg_temperature,temperature_score,cell_imbalance,cell_imbalance_score,driving_habit_score,charging_count,avg_charging_amount,charging_pattern_score,weighted_avg,age_penalty,final_score
M2210704031,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T18:14:50+00:00,2021-12-08T21:24:45+00:00,2021.11.17 ~ 2021.12.08,3.97,57.58,13.07,100.0,0.0119,88.37,90.0,793.0,1.3,90.23,80.63,5.4,75.23
M2210704032,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T07:02:03+00:00,2021-12-08T22:27:14+00:00,2021.11.18 ~ 2021.12.08,2.12,40.0,16.38,100.0,0.0099,92.58,90.0,151.0,1.1,53.64,69.37,5.4,63.97
M2210704034,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T22:19:00+00:00,2021-12-08T23:53:16+00:00,2021.11.17 ~ 2021.12.08,2.41,40.0,14.15,100.0,0.0096,93.12,90.0,470.0,1.1,74.57,72.95,5.4,67.55
M2210704040,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T18:41:07+00:00,2021-12-08T18:14:31+00:00,2021.11.17 ~ 2021.12.08,3.45,49.85,7.23,100.0,0.0105,91.49,90.0,169.0,1.3,84.02,77.54,5.4,72.14
M2210704041,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T16:49:08+00:00,2021-12-08T09:04:22+00:00,2021.11.17 ~ 2021.12.08,3.05,43.74,6.69,100.0,0.009,93.95,90.0,36.0,2.6,81.94,75.56,5.4,70.16
M2210704043,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T14:17:25+00:00,2021-12-08T22:42:57+00:00,2021.11.17 ~ 2021.12.08,3.4,49.1,8.81,100.0,0.0108,90.88,90.0,428.0,0.9,98.83,79.65,5.4,74.25
M2210704044,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-19T05:10:26+00:00,2021-12-08T16:06:56+00:00,2021.11.19 ~ 2021.12.08,4.46,64.87,20.44,100.0,0.0167,69.78,74.24,159.0,2.0,98.74,78.75,5.4,73.35
M2210704045,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T22:57:44+00:00,2021-12-08T13:39:46+00:00,2021.11.17 ~ 2021.12.08,3.97,57.61,15.03,100.0,0.0106,91.31,90.0,257.0,1.1,83.27,79.97,5.4,74.57
M2210704046,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T20:07:48+00:00,2021-12-05T16:53:18+00:00,2021.11.17 ~ 2021.12.05,3.31,47.74,10.02,100.0,0.0147,79.11,90.0,82.0,0.8,100.0,77.43,5.4,72.03
M2210704047,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T20:06:55+00:00,2021-12-08T17:36:00+00:00,2021.11.17 ~ 2021.12.08,3.92,56.78,17.35,100.0,0.0097,92.88,90.0,165.0,1.8,94.24,81.78,5.4,76.38
M2210704048,EV6,중형,4.92,2021.0,1.0,2021.01,2021-12-01T11:59:38+00:00,2021-12-08T16:30:42+00:00,2021.12.01 ~ 2021.12.08,,0.0,14.71,100.0,0.0133,84.11,70.66,,,80.0,55.79,5.4,50.39
M2210704049,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-29T13:59:59+00:00,2021-12-08T14:32:48+00:00,2021.11.29 ~ 2021.12.08,4.2,61.07,15.23,100.0,0.0132,84.69,77.41,242.0,1.5,82.85,77.85,5.4,72.45
M2210704051,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-23T18:56:00+00:00,2021-11-23T22:08:19+00:00,2021.11.23 ~ 2021.11.23,,0.0,19.06,100.0,,99.33,71.68,,,80.0,58.5,5.4,53.1
M2210704052,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-23T15:37:32+00:00,2021-12-08T21:19:45+00:00,2021.11.23 ~ 2021.12.08,3.68,53.24,12.95,100.0,0.0175,65.26,77.91,312.0,0.8,91.99,73.61,5.4,68.21
M2210704053,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-29T13:39:51+00:00,2021-12-08T19:20:23+00:00,2021.11.29 ~ 2021.12.08,3.48,50.27,12.74,100.0,0.0135,83.38,75.09,287.0,1.2,88.85,74.64,5.4,69.24
M2210704058,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T11:01:43+00:00,2021-12-08T20:03:10+00:00,2021.11.18 ~ 2021.12.08,3.42,49.35,8.04,100.0,0.0127,86.03,90.0,245.0,1.4,90.82,77.59,5.4,72.19
M2210704059,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T00:40:30+00:00,2021-12-08T08:07:29+00:00,2021.11.18 ~ 2021.12.08,2.9,41.59,8.88,100.0,0.0096,93.14,90.0,205.0,1.4,88.78,75.85,5.4,70.45
M2210704060,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T12:48:51+00:00,2021-12-07T20:45:24+00:00,2021.11.18 ~ 2021.12.07,3.85,55.73,14.69,100.0,0.0109,90.68,71.43,79.0,0.8,72.15,74.28,5.4,68.88
M2210704061,EV6,중형,4.92,2021.0,1.0,2021.01,2021-12-01T15:18:16+00:00,2021-12-07T07:39:01+00:00,2021.12.01 ~ 2021.12.07,,0.0,13.77,100.0,0.0114,89.5,74.43,3.0,29.2,83.33,57.88,5.4,52.48
M2210704062,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-19T13:55:28+00:00,2021-12-08T20:01:28+00:00,2021.11.19 ~ 2021.12.08,,0.0,11.73,100.0,0.0042,98.11,73.18,1.0,57.0,100.0,61.88,5.4,56.48
M2210704065,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T21:00:01+00:00,2021-12-08T23:52:37+00:00,2021.11.17 ~ 2021.12.08,3.34,48.08,12.29,100.0,0.0084,94.8,90.0,268.0,1.2,87.87,78.14,5.4,72.74
M2210704071,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-28T00:17:25+00:00,2021-11-30T09:32:27+00:00,2021.11.28 ~ 2021.11.30,5.0,73.04,20.02,100.0,0.02,50.0,72.04,,,80.0,74.69,5.4,69.29
M2210704072,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T23:04:47+00:00,2021-12-07T17:00:22+00:00,2021.11.17 ~ 2021.12.07,4.35,63.32,11.71,100.0,0.0097,92.93,90.0,551.0,1.2,89.38,83.16,5.4,77.76
M2210704073,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T09:36:35+00:00,2021-12-08T19:13:25+00:00,2021.11.18 ~ 2021.12.08,2.85,40.8,10.61,100.0,0.0102,92.14,90.0,260.0,1.7,90.96,75.78,5.4,70.38
M2210704074,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T16:32:15+00:00,2021-12-08T19:55:13+00:00,2021.11.17 ~ 2021.12.08,3.5,50.5,12.19,100.0,0.0109,90.76,90.0,525.0,1.6,88.19,78.32,5.4,72.92
M2210704075,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T18:01:21+00:00,2021-12-08T22:08:23+00:00,2021.11.17 ~ 2021.12.08,2.96,42.44,17.31,100.0,0.0069,96.33,90.0,146.0,0.9,88.7,76.65,5.4,71.25
M2210704076,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T05:45:21+00:00,2021-12-07T11:59:16+00:00,2021.11.18 ~ 2021.12.07,4.03,58.51,13.0,100.0,0.0109,90.62,77.81,139.0,0.7,85.97,78.57,5.4,73.17
M2210704077,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T21:50:04+00:00,2021-12-08T19:42:37+00:00,2021.11.17 ~ 2021.12.08,3.47,50.05,11.46,100.0,0.0092,93.65,90.0,289.0,0.9,94.81,79.76,5.4,74.36
M2210704078,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T15:34:51+00:00,2021-12-08T21:15:08+00:00,2021.11.17 ~ 2021.12.08,3.89,56.44,11.58,100.0,0.0135,83.43,90.0,283.0,1.7,90.81,79.52,5.4,74.12
M2210704081,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T14:44:29+00:00,2021-12-08T20:05:46+00:00,2021.11.17 ~ 2021.12.08,4.58,66.72,15.13,100.0,0.0123,87.25,90.0,981.0,0.9,84.15,82.47,5.4,77.07
M2210704082,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T20:48:46+00:00,2021-12-08T15:22:25+00:00,2021.11.17 ~ 2021.12.08,4.14,60.21,13.5,100.0,0.0095,93.23,90.0,526.0,1.1,84.51,81.36,5.4,75.96
M2210704083,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T10:36:09+00:00,2021-12-08T23:49:36+00:00,2021.11.18 ~ 2021.12.08,3.41,49.23,12.0,100.0,0.0095,93.22,90.0,705.0,1.2,80.07,76.96,5.4,71.56
M2210704084,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-25T14:53:30+00:00,2021-12-08T11:45:10+00:00,2021.11.25 ~ 2021.12.08,4.29,62.39,7.32,100.0,0.0096,93.15,74.28,109.0,0.9,83.49,79.28,5.4,73.88
M2210704085,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T20:46:56+00:00,2021-12-08T23:54:03+00:00,2021.11.17 ~ 2021.12.08,3.43,49.47,10.85,100.0,0.0107,91.14,90.0,421.0,1.3,94.42,79.08,5.4,73.68
M2210704086,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T14:47:03+00:00,2021-12-08T22:16:45+00:00,2021.11.18 ~ 2021.12.08,2.89,41.42,14.69,100.0,0.0096,93.1,84.16,345.0,1.3,93.19,75.55,5.4,70.15
M2210704087,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T10:37:23+00:00,2021-12-08T00:04:15+00:00,2021.11.18 ~ 2021.12.08,3.39,48.82,15.79,100.0,0.0105,91.52,87.78,287.0,1.6,86.06,77.17,5.4,71.77
M2210704089,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T09:47:16+00:00,2021-12-08T14:56:31+00:00,2021.11.17 ~ 2021.12.08,2.83,40.49,13.67,100.0,0.0112,90.08,90.0,144.0,0.6,87.85,74.82,5.4,69.42
M2210704090,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T16:44:03+00:00,2021-12-08T23:52:36+00:00,2021.11.17 ~ 2021.12.08,3.65,52.76,12.31,100.0,0.0123,87.22,90.0,649.0,0.9,85.52,78.04,5.4,72.64
M2210704092,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T13:56:04+00:00,2021-12-08T15:29:22+00:00,2021.11.18 ~ 2021.12.08,3.96,57.51,15.9,100.0,0.0086,94.54,90.0,300.0,1.8,78.67,79.7,5.4,74.3
M2210704095,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T05:31:52+00:00,2021-12-08T23:32:31+00:00,2021.11.18 ~ 2021.12.08,3.79,54.84,14.02,100.0,0.0101,92.25,90.0,778.0,0.8,78.79,78.45,5.4,73.05
M2210704096,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-18T14:57:37+00:00,2021-12-08T19:26:49+00:00,2021.11.18 ~ 2021.12.08,3.52,50.78,18.16,100.0,0.012,88.05,90.0,400.0,0.8,95.5,79.19,5.4,73.79
M2210704097,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T10:38:59+00:00,2021-12-08T21:55:09+00:00,2021.11.17 ~ 2021.12.08,3.2,46.0,11.33,100.0,0.0092,93.71,90.0,188.0,1.2,86.44,77.03,5.4,71.63
M2210704098,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T11:18:32+00:00,2021-12-07T20:37:07+00:00,2021.11.17 ~ 2021.12.07,3.97,57.52,11.58,100.0,0.011,90.48,79.06,210.0,0.8,75.0,76.6,5.4,71.2
M2210704099,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-30T14:57:21+00:00,2021-12-08T19:56:17+00:00,2021.11.30 ~ 2021.12.08,,0.0,11.36,100.0,0.0053,97.51,76.49,3.0,29.5,100.0,62.33,5.4,56.93
M2210704100,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-17T20:25:38+00:00,2021-12-08T18:56:33+00:00,2021.11.17 ~ 2021.12.08,4.01,58.13,16.59,100.0,0.0075,95.83,90.0,340.0,1.5,92.21,82.38,5.4,76.98
M2211120046,EV6,중형,4.92,2021.0,1.0,2021.01,2021-11-10T11:15:39+00:00,2021-11-10T11:15:39+00:00,2021.11.10 ~ 2021.11.10,,0.0,22.0,100.0,0.02,50.0,80.0,,,80.0,51.67,5.4,46.27
